bmi,steps,heart_rate,temperature,wellness_score
16.3,1586,143,36.6,80
27.0,872,106,36.6,95
30.3,111,79,36.4,70
33.1,281,80,36.3,80
20.5,629,93,36.4,90
23.6,212,76,36.3,80
22.9,1510,146,36.8,95
36.6,499,97,37.0,85
23.9,1533,143,36.6,95
37.5,384,82,36.5,85
18.5,1222,123,36.8,100
38.2,765,108,38.8,60
32.2,297,90,36.6,80
16.3,1706,149,36.4,80
16.2,1642,139,36.8,80
25.7,966,114,37.1,95
21.9,840,113,36.7,100
27.4,500,97,36.9,95
37.7,432,104,37.1,85
39.6,522,114,37.0,85
22.7,1575,147,37.0,95
25.1,955,119,36.4,95
21.5,1541,147,36.3,95
27.8,1040,120,36.5,95
30.4,0,77,37.0,70
39.1,465,110,36.7,85
18.0,1466,127,36.6,85
19.4,1394,133,36.9,95
37.2,727,108,36.6,85
35.5,315,94,36.5,75
32.3,570,107,36.6,90
23.8,1082,119,36.6,100
28.2,889,114,36.6,95
35.1,389,91,36.2,85
21.3,1308,127,37.2,100
30.7,787,92,37.0,90
24.6,929,112,36.5,100
21.2,625,93,38.6,65
31.3,536,89,37.1,90
38.7,670,111,36.2,85
17.2,1111,117,36.9,85
29.7,409,91,36.3,85
32.1,597,110,36.7,90
29.5,849,121,37.1,95
29.1,1184,122,36.3,95
22.8,1085,121,36.6,100
20.1,868,103,37.1,100
32.6,737,116,36.7,90
38.2,659,109,36.8,85
30.8,499,92,36.9,90
21.1,615,88,37.1,90
34.9,401,103,36.7,90
21.9,1955,171,36.6,95
36.9,688,104,36.4,85
28.5,866,130,36.6,95
29.8,530,96,39.1,55
16.3,1426,143,37.0,80
17.7,1678,128,37.0,85
24.4,1090,128,36.5,100
16.2,1279,116,36.3,85
32.5,771,117,36.4,90
28.7,271,85,36.3,75
22.1,1081,123,36.3,100
22.3,236,70,37.1,80
39.7,643,102,36.6,85
36.3,541,91,36.5,85
16.2,935,98,36.2,85
24.9,978,115,36.8,100
30.1,713,97,36.4,90
31.0,237,81,36.6,70
22.6,900,105,38.5,75
27.8,835,97,36.9,95
34.5,506,97,36.5,90
39.1,324,95,36.5,75
37.6,780,117,36.5,85
33.6,630,101,36.8,90
17.7,1287,126,36.4,85
16.6,1296,122,36.8,85
37.2,450,109,36.4,85
27.3,744,101,36.3,95
40.0,439,104,37.0,85
18.4,968,111,37.2,85
35.5,444,97,36.3,85
16.0,654,96,38.7,50
38.3,785,113,36.5,85
31.2,317,88,36.9,80
29.6,188,75,36.5,75
38.0,515,98,36.3,85
27.5,326,83,38.6,60
19.1,904,110,38.5,75
35.7,874,118,37.0,85
32.6,651,111,37.1,90
32.4,501,99,36.8,90
21.5,1350,132,36.4,95
32.1,239,87,36.5,80
38.4,360,91,36.8,85
25.9,1238,133,36.4,90
20.9,896,110,36.5,100
21.8,1243,127,36.3,100
24.4,875,107,36.6,100
28.7,948,111,36.2,95
22.7,648,82,36.3,100
17.5,1390,126,36.4,85
31.6,483,96,37.1,80
29.7,1250,132,38.1,65
22.2,359,92,36.8,80
26.3,89,74,36.5,75
35.9,191,102,36.8,65
30.6,1220,140,36.9,85
30.5,840,117,37.1,90
37.4,426,86,36.6,85
39.1,435,97,36.9,85
24.9,255,82,37.2,80
27.6,534,89,36.5,95
22.8,1179,114,37.1,100
37.9,949,125,37.1,85
24.2,371,80,36.5,90
27.7,596,87,36.7,95
32.3,392,89,37.0,90
31.0,1126,128,36.8,90
22.7,1071,118,36.6,100
39.5,669,104,36.6,85
27.9,414,98,36.4,85
28.0,802,120,36.9,95
18.8,624,83,36.7,90
21.8,1306,122,36.9,100
25.6,1254,128,36.4,95
24.0,1109,130,37.2,100
38.0,433,85,36.9,85
26.2,1181,134,36.9,90
35.4,657,104,36.6,85
26.5,1094,125,36.5,95
30.8,776,119,37.1,90
25.1,343,90,37.0,75
33.5,259,88,36.3,80
19.3,0,58,36.9,80
19.8,1091,114,36.8,100
32.3,553,94,37.2,90
28.9,901,122,36.3,95
32.5,611,108,37.1,90
23.8,898,108,36.9,100
18.9,1578,149,36.7,95
32.0,519,107,36.4,90
27.1,379,83,39.4,45
36.2,261,85,36.9,75
31.4,648,96,36.6,90
19.8,316,84,36.7,80
22.3,1149,118,36.3,100
30.1,783,106,36.4,90
26.2,971,104,37.1,95
22.8,379,93,38.5,65
27.1,1151,139,36.5,90
32.1,643,98,36.6,90
22.3,1282,126,37.9,90
37.1,374,92,36.9,85
25.0,484,90,36.6,90
21.2,1752,150,36.3,95
39.3,685,120,36.8,85
39.9,472,100,36.8,85
32.8,477,101,36.6,90
24.3,967,116,36.2,100
20.0,1887,175,37.0,95
20.4,1631,145,36.4,95
27.9,581,89,36.5,95
37.2,105,83,37.1,65
40.0,591,121,36.4,85
18.6,460,89,36.9,80
18.7,1002,108,37.1,100
35.3,231,88,36.3,75
28.1,633,104,36.4,95
32.2,519,77,36.7,90
36.2,452,85,36.7,85
31.7,450,95,36.6,80
24.3,55,71,36.3,80
26.5,1667,157,36.8,90
34.2,451,86,37.0,90
17.7,1304,121,37.2,85
21.4,1148,120,36.7,100
36.9,531,89,36.9,85
21.4,2067,175,36.6,95
17.0,437,87,36.5,65
20.3,764,90,38.5,65
31.2,432,88,36.6,80
39.1,689,111,36.8,85
18.2,1538,135,36.5,80
37.7,460,83,38.9,60
33.6,343,79,36.6,80
33.8,215,91,37.1,80
39.9,124,80,36.6,65
29.7,756,113,36.7,95
34.6,909,122,36.4,90
30.7,117,83,36.6,70
28.0,241,81,36.4,75
19.4,432,89,37.1,80
21.5,895,117,36.8,100
34.1,535,107,36.4,90
22.7,889,108,37.0,100
18.6,1011,124,36.7,100
34.1,790,111,37.0,90
28.2,887,102,36.8,95
16.2,1749,154,36.7,80
26.0,829,111,36.2,95
17.8,2106,165,36.3,80
25.7,1714,145,36.4,90
39.4,774,128,38.0,75
21.7,437,82,36.4,80
16.2,1482,133,36.6,80
19.0,678,101,37.2,90
20.5,1784,169,36.9,95
31.6,666,100,36.3,90
25.9,1648,147,36.3,90
35.0,643,109,37.1,90
31.6,213,75,37.1,70
36.2,548,99,37.6,75
18.4,1257,121,37.0,85
26.2,740,103,36.8,95
19.4,1522,149,36.4,95
24.0,960,109,36.5,100
22.0,603,108,36.5,90
17.2,1384,127,39.0,60
31.7,1258,129,37.1,90
25.7,1139,113,36.9,95
20.7,1190,124,37.2,100
24.2,1168,110,37.1,100
23.5,826,103,36.6,100
24.0,830,101,37.1,100
20.3,1086,119,37.0,100
36.4,760,115,36.6,85
32.0,283,79,37.2,80
32.0,662,96,37.0,90
38.1,483,86,36.7,85
17.6,1369,133,37.2,80
26.9,647,102,36.3,95
35.3,189,87,36.7,65
28.0,454,95,36.9,85
34.2,635,105,36.3,90
32.0,375,87,37.1,90
36.7,450,102,36.5,85
16.3,1622,141,37.1,80
34.2,315,87,36.4,80
27.5,692,85,37.1,95
24.4,420,101,37.1,90
30.2,1069,115,37.2,90
27.2,628,99,36.9,95
31.2,928,114,36.2,90
28.7,985,121,36.8,95
19.0,1817,158,36.6,95
33.6,400,88,36.5,90
22.3,580,84,37.0,90
33.3,764,93,37.0,90
39.6,488,102,36.3,85
24.8,623,92,37.1,90
18.5,431,77,37.1,80
31.6,569,126,36.5,90
35.7,374,93,36.6,85
38.6,782,123,37.1,85
19.7,1303,130,36.6,100
29.3,966,106,39.1,55
34.6,726,114,37.0,90
25.4,401,94,36.9,85
38.6,543,102,37.0,85
27.1,1326,149,36.3,90
37.3,614,109,36.4,85
27.6,1378,147,37.2,90
24.7,446,88,36.5,90
20.0,1725,163,36.6,95
23.9,826,112,36.6,100
34.4,539,93,36.2,90
24.2,950,111,36.7,100
24.0,905,123,36.8,100
30.0,708,105,36.3,95
16.9,1123,105,36.3,85
28.7,291,82,37.2,85
38.1,169,91,37.9,55
24.1,1136,126,39.4,60
23.0,288,96,36.7,80
29.4,154,74,36.5,75
35.6,518,87,37.0,85
24.0,713,102,36.7,100
27.9,862,100,36.9,95
38.8,581,98,36.9,85
36.9,540,93,36.4,85
25.8,1068,117,37.0,95
34.2,334,86,37.0,80
23.7,1533,140,37.1,95
32.9,459,86,36.9,90
32.4,470,103,36.8,90
31.5,933,120,37.1,90
26.0,876,121,36.8,95
19.8,791,99,36.3,90
17.2,1012,117,36.3,85
17.0,738,90,36.2,75
24.0,1412,135,36.9,95
31.1,609,111,37.0,90
19.9,1367,133,36.8,95
39.3,334,101,36.8,75
28.7,329,72,36.9,85
30.3,763,108,36.7,90
37.0,372,81,36.4,85
25.3,773,106,36.8,95
27.8,520,89,36.3,95
17.7,764,98,36.8,75
17.0,789,105,36.6,75
29.4,442,105,36.9,85
39.5,446,89,36.5,85
25.5,282,86,36.4,75
39.9,456,106,37.2,85
30.1,583,99,36.5,90
25.9,766,95,37.1,95
33.0,512,88,36.5,90
28.0,714,104,36.4,95
23.7,1189,113,36.9,100
30.6,583,110,36.7,90
18.6,1216,124,36.2,100
30.6,433,87,36.6,80
20.3,1551,143,36.3,95
28.7,1126,143,36.6,90
21.7,882,118,36.5,100
32.1,383,82,36.7,90
24.3,931,114,36.5,100
24.0,1496,141,36.9,95
23.9,949,109,37.0,100
25.5,1451,126,36.6,95
27.8,771,115,36.6,95
18.5,1447,143,36.9,95
38.4,531,109,37.0,85
18.4,80,69,36.3,65
17.3,1349,126,36.9,85
39.2,861,121,37.0,85
30.0,739,88,37.0,95
32.1,340,82,36.9,80
39.5,462,93,36.3,85
22.6,761,91,36.4,100
38.5,431,102,36.4,85
35.7,353,87,36.9,85
28.5,1140,121,36.4,95
30.9,574,111,36.6,90
27.9,848,101,37.1,95
31.4,720,109,36.9,90
20.5,1502,142,36.8,95
39.7,681,105,36.9,85
25.2,1035,117,36.5,95
24.2,540,75,37.1,90
37.0,623,96,36.2,85
30.8,566,94,36.9,90
30.4,403,97,39.3,40
21.7,353,87,36.4,80
20.0,1634,140,36.5,95
22.2,573,91,39.0,65
19.5,1042,119,36.6,100
29.1,51,65,36.7,75
35.5,245,92,38.6,50
26.1,1133,120,37.1,95
33.3,270,80,36.6,80
17.5,242,77,36.5,65
23.9,0,73,37.2,80
18.3,1087,112,36.3,85
26.4,873,114,36.6,95
22.7,895,123,37.2,100
19.1,1235,129,36.8,100
18.0,1711,156,37.0,80
19.3,1522,128,37.1,100
39.1,629,97,37.1,85
31.6,711,106,37.1,90
29.7,455,80,36.4,85
38.6,811,114,37.0,85
17.1,749,104,36.9,75
29.0,768,111,37.1,95
36.9,216,93,36.7,75
22.4,1239,121,36.2,100
24.3,706,102,37.0,100
26.7,607,92,36.7,85
24.7,1004,107,36.7,100
23.4,1554,138,37.1,95
34.2,398,78,36.9,90
23.9,1048,127,37.2,100
17.4,541,116,37.0,50
34.7,486,96,36.8,90
19.4,289,78,37.0,80
16.6,1792,148,37.6,70
26.7,1165,130,37.1,95
27.5,1052,126,36.8,95
23.1,305,88,36.6,80
30.5,662,104,36.2,90
30.2,307,74,38.5,55
39.7,494,96,37.1,85
30.6,1124,138,36.3,85
24.6,908,114,37.0,100
16.7,1557,131,36.2,80
28.0,663,85,36.8,95
38.9,447,99,36.4,85
39.8,414,107,36.3,85
31.7,666,101,37.0,90
24.4,1152,129,36.6,100
17.0,805,96,37.2,75
40.0,434,102,36.6,85
33.5,828,102,36.4,90
20.8,733,103,36.8,90
35.7,625,111,36.4,85
33.4,548,98,36.4,90
16.4,897,109,36.7,85
39.5,628,104,36.4,85
26.0,1311,129,36.9,95
37.0,277,83,36.9,75
31.8,103,85,36.3,70
38.5,192,77,37.0,65
32.1,559,92,36.7,90
39.9,563,101,36.6,85
33.8,640,103,37.0,90
26.6,1580,139,36.6,90
30.4,847,107,36.5,90
36.0,285,78,36.6,75
21.4,1198,127,36.6,100
39.6,172,97,36.3,65
21.4,62,67,36.9,80
37.8,96,67,37.0,65
37.8,305,76,36.7,75
31.8,582,106,36.8,90
18.5,1013,111,37.2,100
22.1,846,108,37.0,100
21.6,822,100,36.5,90
35.9,558,99,36.9,85
33.1,626,91,36.9,90
37.8,665,109,36.4,85
23.7,1007,118,36.4,100
19.4,1949,148,36.7,95
33.3,259,76,36.8,80
38.5,532,112,36.2,85
29.6,525,90,36.3,95
34.0,280,86,37.1,80
38.9,253,95,36.4,75
36.7,485,121,36.8,85
19.4,1346,125,36.4,100
17.5,1078,116,36.6,85
39.9,546,108,36.8,85
30.6,863,104,37.0,90
34.5,654,106,36.8,90
25.2,1117,130,36.7,95
30.0,1202,140,36.3,90
21.9,1242,118,36.5,100
27.2,1038,123,36.9,95
34.3,495,104,37.0,90
18.2,1060,106,36.2,85
35.4,530,100,38.0,75
33.4,298,78,36.6,80
25.4,714,107,37.0,95
24.9,358,89,36.8,80
26.4,1060,128,36.7,95
17.2,908,97,37.6,75
36.2,493,100,36.4,85
23.6,849,123,36.9,100
29.1,215,91,36.3,75
25.1,1522,150,36.3,90
35.1,358,87,36.9,85
39.0,908,135,36.5,80
24.1,1089,115,37.1,100
21.6,996,120,36.3,100
30.6,1057,128,36.4,90
32.8,415,86,36.8,90
31.5,940,128,36.9,90
39.8,837,114,36.9,85
19.4,699,100,37.0,90
36.4,391,92,36.4,85
24.0,776,106,37.1,100
35.9,779,104,36.5,85
30.9,754,103,36.5,90
39.9,410,105,36.7,85
24.8,686,109,36.5,100
27.0,847,114,36.5,95
16.4,1099,112,36.5,85
27.9,814,110,36.4,95
18.4,1444,143,36.5,80
38.0,291,81,36.5,75
22.9,1130,124,36.7,100
33.5,414,91,36.8,90
38.1,328,86,36.8,75
19.1,854,108,36.6,100
37.2,438,99,36.2,85
16.5,972,107,36.4,85
16.5,1196,108,36.9,85
30.6,524,85,36.2,90
38.9,305,97,36.9,75
17.8,885,103,36.8,85
36.1,610,104,36.9,85
36.4,535,99,37.0,85
25.3,880,103,37.7,85
19.9,603,102,37.0,90
36.4,440,75,36.7,85
31.8,839,123,36.6,90
22.9,1062,129,36.7,100
18.2,989,105,36.4,85
18.5,1629,145,36.4,95
28.8,447,84,36.9,85
27.9,684,98,37.0,95
29.0,954,119,36.2,95
20.8,1496,141,36.6,95
19.9,745,94,37.0,90
30.3,477,92,36.2,80
21.5,1032,124,36.3,100
34.6,479,83,36.8,90
21.2,1482,145,36.8,95
36.5,126,93,37.1,65
34.7,416,96,36.9,90
23.1,721,104,36.9,100
20.7,1089,109,36.6,100
36.2,263,87,36.7,75
26.5,657,114,37.1,95
22.1,1378,122,36.3,100
26.7,826,109,36.5,95
23.9,1576,141,36.8,95
35.5,361,93,36.6,85
32.3,547,100,36.5,90
32.9,618,103,36.8,90
35.4,437,91,36.7,85
28.3,561,87,36.9,95
16.1,1041,109,37.0,85
16.5,1527,138,37.2,80
37.9,462,109,36.5,85
33.8,722,123,38.3,65
35.6,354,93,36.6,85
31.7,307,105,36.9,80
33.1,587,94,36.5,90
21.4,1539,133,36.6,95
28.3,504,99,36.2,95
19.1,703,102,36.9,90
33.1,622,93,37.2,90
20.8,2148,184,36.4,95
32.7,664,94,36.8,90
17.7,1060,111,36.4,85
16.8,2127,163,36.8,80
36.5,339,85,36.7,75
30.8,1022,108,37.0,90
35.9,509,88,36.9,85
39.2,569,92,36.3,85
31.6,196,80,36.9,70
21.6,652,97,36.4,90
16.8,1498,142,36.4,80
33.5,252,74,36.2,80
31.6,340,91,36.8,80
24.9,1294,134,36.4,95
39.2,587,105,37.2,85
30.0,572,97,36.5,95
19.5,1053,113,37.0,100
19.4,1459,133,36.3,95
33.0,698,104,37.6,80
32.8,79,71,37.2,70
21.0,886,107,37.0,100
30.3,349,75,36.9,80
25.2,1663,150,37.2,90
17.5,1428,124,36.6,85
35.7,681,96,36.6,85
19.1,637,96,36.4,90
19.6,310,75,36.9,80
24.1,777,107,38.8,75
24.4,723,99,36.8,100
22.0,794,97,36.9,100
28.2,801,101,38.2,70
18.6,1177,126,36.3,100
31.8,980,124,36.6,90
17.0,425,77,37.1,65
37.5,712,117,36.6,85
29.6,1111,111,36.7,95
26.2,1221,137,36.3,90
26.1,367,71,37.2,85
21.0,1235,113,37.2,100
18.8,1314,136,36.3,95
32.6,432,102,36.7,90
24.7,843,110,37.1,100
28.8,879,115,36.9,95
27.2,504,88,36.9,95
20.8,1088,106,36.4,100
18.9,2039,170,36.7,95
26.5,92,64,36.8,75
23.7,964,113,38.8,75
21.0,1075,122,38.4,75
18.1,1728,161,36.2,80
37.5,565,98,37.1,85
20.1,360,94,36.3,80
21.8,1054,117,37.0,100
32.6,490,100,36.9,90
25.6,538,88,37.1,85
34.0,574,91,36.9,90
23.6,882,107,36.2,100
30.1,621,93,36.7,90
33.0,772,108,36.6,90
34.5,512,84,36.7,90
35.1,741,113,37.0,85
28.6,626,95,37.6,85
36.5,363,101,36.2,85
34.2,495,85,36.4,90
38.3,383,81,36.7,85
19.2,757,98,36.3,90
18.0,1848,153,37.0,80
21.8,1264,136,36.4,95
34.9,621,98,36.6,90
39.2,611,98,36.9,85
16.5,2098,160,39.4,40
28.1,718,100,36.6,95
35.1,889,105,36.8,85
26.1,1337,136,36.4,90
23.6,794,112,36.4,100
31.7,905,111,36.7,90
16.2,1235,117,36.3,85
35.6,313,87,36.7,75
21.1,1459,129,36.3,100
28.5,682,113,36.8,95
27.7,518,92,37.2,95
16.4,1063,118,36.3,85
23.2,871,111,37.1,100
31.3,782,102,36.8,90
33.9,520,102,37.1,90
30.0,628,103,36.9,95
37.9,966,135,36.4,80
17.7,1838,152,36.7,80
16.8,962,129,36.5,85
26.2,1190,113,36.9,95
38.7,937,110,36.5,85
36.5,246,79,36.5,75
34.1,608,111,36.9,90
35.8,405,95,37.1,85
16.6,904,111,36.8,85
19.6,1579,133,36.8,95
18.6,720,104,36.8,90
21.9,1057,116,37.0,100
21.0,1445,138,37.1,95
23.2,977,109,37.1,100
27.3,1002,120,37.1,95
27.4,543,90,38.6,70
16.2,1132,119,36.9,85
28.6,1000,120,36.9,95
30.8,687,109,36.8,90
35.3,260,98,36.5,75
26.6,1027,126,36.5,95
36.0,562,116,36.8,85
32.0,373,87,36.9,90
30.2,743,122,38.2,65
27.1,706,99,37.2,95
20.0,1284,129,36.5,100
34.1,426,95,36.4,90
20.4,830,105,36.5,90
36.0,969,130,36.2,85
21.9,888,115,37.0,100
25.4,735,113,36.6,95
34.2,495,84,36.6,90
23.3,1266,125,36.6,100
34.9,389,92,37.1,90
24.7,454,94,36.4,90
38.7,582,104,36.5,85
21.7,1315,134,37.1,95
22.7,781,100,36.6,100
38.4,175,82,37.2,65
23.4,1432,130,36.5,100
20.4,2084,167,36.2,95
31.9,905,120,37.1,90
39.0,430,92,36.2,85
33.1,342,72,36.8,80
25.3,865,107,36.8,95
32.5,206,76,36.3,80
37.0,610,106,37.2,85
25.0,1786,149,36.3,95
37.4,582,89,36.7,85
29.8,415,93,36.3,85
16.3,1266,124,36.4,85
19.6,1306,119,36.7,100
35.1,443,80,36.3,85
37.7,565,98,37.2,85
17.6,1846,143,36.4,80
31.1,174,87,36.8,70
32.2,348,96,36.4,80
34.9,432,107,36.4,90
34.7,427,88,37.1,90
26.5,801,99,36.3,95
25.6,666,102,36.9,95
18.9,907,120,38.5,75
23.6,536,80,37.2,90
30.4,399,88,37.1,80
34.7,396,103,36.2,90
21.5,1884,148,36.2,95
22.8,816,102,36.3,100
36.3,376,93,37.0,85
21.9,1173,122,36.7,100
19.5,1712,158,36.3,95
21.8,2145,180,36.8,95
24.0,692,102,37.0,100
18.4,971,105,38.3,60
32.4,1079,129,36.2,90
26.6,661,98,37.0,95
31.5,939,117,36.8,90
30.6,675,108,36.7,90
24.8,1374,139,36.7,95
19.1,1033,109,36.5,100
20.5,289,81,36.7,80
27.5,719,93,36.9,95
22.6,1163,123,38.1,75
32.6,625,107,36.3,90
19.0,1039,115,37.1,100
16.9,1603,151,38.8,55
17.7,115,79,37.2,65
18.9,780,94,36.6,90
34.1,505,107,36.4,90
26.6,188,87,36.6,75
29.9,908,108,37.0,95
36.2,624,106,36.4,85
26.7,1206,137,36.7,90
16.8,1512,145,36.7,80
24.4,856,111,36.4,100
16.6,1357,141,37.2,80
17.7,1549,131,37.2,80
27.0,872,110,37.2,95
32.1,492,97,37.1,90
27.6,624,99,37.0,95
28.6,391,94,36.7,85
18.0,1597,139,36.7,80
21.7,1603,155,36.4,95
32.1,480,84,36.5,90
21.6,1811,169,36.2,95
30.8,621,95,36.8,90
25.7,1472,140,36.8,90
24.9,409,83,36.6,90
34.9,380,84,38.5,65
33.9,443,90,37.0,90
21.3,1122,129,37.0,100
23.8,1615,140,36.5,95
28.5,496,84,37.0,95
30.1,233,76,36.6,70
26.7,350,90,36.5,75
23.7,1792,169,36.9,95
24.6,1320,137,36.8,95
21.9,792,91,37.1,90
30.9,782,105,36.3,90
16.0,600,86,37.0,75
16.4,2087,158,36.7,80
37.1,689,112,36.7,85
32.0,517,94,36.3,90
29.1,578,89,36.8,95
30.5,1126,116,37.1,90
19.3,947,117,36.8,100
27.2,783,97,36.3,95
31.4,733,104,36.6,90
39.0,589,95,38.5,60
39.6,683,126,36.5,85
19.9,1150,111,36.4,100
36.9,525,103,36.8,85
19.9,1123,101,36.6,100
21.0,414,88,36.9,80
32.6,471,105,36.8,90
35.5,625,103,36.3,85
20.3,1448,125,37.0,100
20.6,1057,118,36.8,100
16.2,726,91,36.6,75
24.7,1024,117,36.9,100
38.3,438,93,36.8,85
26.1,827,109,36.3,95
35.7,466,94,36.7,85
26.9,698,100,36.8,95
29.5,655,107,36.8,95
26.4,797,119,36.4,95
30.1,1021,129,36.8,90
24.8,1382,147,36.9,95
32.8,391,91,36.7,90
20.9,1223,128,36.6,100
28.6,831,104,36.2,95
37.5,525,92,37.0,85
19.3,1277,116,36.5,100
32.8,525,106,37.1,90
34.9,515,88,36.5,90
37.8,668,111,37.1,85
16.4,1092,117,37.2,85
38.8,697,124,36.3,85
26.6,271,74,36.2,75
31.3,265,92,36.7,70
22.1,301,81,37.0,80
39.2,158,86,37.1,65
33.6,734,99,36.5,90
19.0,515,84,38.1,65
35.3,473,97,36.7,85
34.4,780,117,36.3,90
23.7,879,119,36.8,100
20.8,2203,181,36.7,95
38.1,263,87,36.5,75
29.8,973,115,36.2,95
31.8,493,96,36.7,90
33.4,643,110,37.0,90
23.2,788,93,36.8,100
32.2,855,121,37.2,90
36.1,348,85,36.6,75
35.6,487,97,37.0,85
38.1,556,99,38.3,60
26.2,1195,136,36.5,90
27.8,1095,142,36.3,90
16.2,652,83,37.0,75
37.6,356,92,36.2,85
38.7,144,94,37.2,65
23.7,738,107,36.4,100
24.9,929,115,37.2,100
33.0,363,93,36.9,90
22.1,523,93,37.2,90
28.7,281,82,37.1,85
18.4,1310,111,37.1,85
25.7,822,123,36.4,95
26.1,1322,137,36.2,90
39.6,393,73,36.4,85
31.0,370,86,37.1,80
38.0,220,80,36.8,75
28.9,448,113,36.6,85
23.3,1201,122,36.8,100
30.5,425,90,36.2,80
36.0,463,85,36.3,85
23.9,297,68,37.2,80
18.9,1441,133,36.7,95
18.4,1426,145,36.7,80
20.3,824,107,37.1,90
18.2,1783,153,36.3,80
18.7,1445,134,36.3,95
36.2,1009,115,36.4,85
23.2,881,113,36.9,100
40.0,544,113,37.1,85
21.1,1906,153,36.5,95
25.1,778,118,36.4,95
33.5,421,89,37.2,90
34.2,508,96,37.0,90
38.6,513,90,37.2,85
29.1,374,90,39.0,60
29.7,489,91,36.3,85
19.6,1431,132,37.0,95
19.9,912,115,36.3,100
30.5,557,101,36.4,90
40.0,547,106,36.3,85
22.8,1022,117,36.6,100
33.9,566,101,36.8,90
20.6,1316,142,36.7,95
16.4,1593,136,37.0,80
28.9,638,85,36.5,95
32.7,490,95,36.3,90
35.2,636,106,37.2,85
26.3,1135,127,36.5,95
26.3,947,117,36.4,95
35.8,179,82,36.5,65
25.6,264,79,36.2,75
36.6,527,104,36.9,85
38.4,854,122,36.5,85
33.9,569,114,36.4,90
23.5,1273,122,36.9,100
35.5,716,118,37.9,75
20.6,987,115,36.9,100
36.6,343,89,38.6,50
32.4,280,89,38.9,55
17.2,588,85,39.2,35
25.7,809,104,36.5,95
17.4,1027,130,36.4,85
34.7,508,100,36.7,90
29.8,716,111,38.1,70
34.6,230,71,37.2,80
18.6,1352,136,36.5,95
26.5,754,111,36.7,95
21.8,567,82,36.8,90
16.3,747,94,39.3,35
17.1,1744,144,36.7,80
32.3,281,87,36.8,80
36.4,400,88,36.3,85
30.2,689,132,36.2,90
21.1,2160,175,36.7,95
36.9,339,100,37.0,75
29.3,791,104,36.5,95
21.1,1177,130,37.0,100
25.9,701,102,36.4,95
23.5,762,113,37.1,100
32.8,718,105,36.3,90
30.9,410,92,36.9,80
26.9,679,90,37.2,95
25.7,1079,122,37.0,95
24.3,1113,113,37.1,100
22.9,1027,120,36.6,100
30.4,684,104,36.7,90
35.5,626,98,36.7,85
21.0,1388,141,36.4,95
28.6,1316,130,36.6,95
18.6,984,109,36.8,100
37.2,783,130,37.5,85
17.7,1132,113,37.2,85
32.2,465,99,36.7,90
18.8,2027,168,36.3,95
17.8,1603,133,36.6,80
32.2,449,81,36.5,90
38.1,333,89,37.8,65
24.5,1045,127,37.0,100
16.2,1441,129,37.1,85
36.3,335,81,36.4,75
32.5,827,121,36.4,90
16.8,1103,118,37.0,85
20.8,968,116,36.4,100
31.1,302,95,39.4,40
27.1,807,107,37.2,95
26.5,880,118,36.6,95
36.0,402,101,37.0,85
30.0,1440,137,36.5,90
32.6,369,102,36.5,90
16.9,658,102,36.6,75
31.9,731,118,37.0,90
29.6,1020,128,36.8,95
25.7,815,101,36.9,95
34.9,489,82,37.1,90
26.3,994,132,36.3,90
24.5,1219,121,39.2,60
29.9,475,92,36.8,85
19.2,248,84,37.2,80
21.9,696,98,36.7,90
39.3,628,105,37.2,85
20.9,754,96,36.2,90
38.2,165,80,36.2,65
27.9,285,86,37.1,85
17.5,1103,110,36.6,85
19.6,938,108,36.6,100
23.7,718,112,36.9,100
39.9,367,82,36.6,85
36.8,629,97,39.5,45
24.5,1228,125,37.1,100
21.4,536,108,36.8,90
35.9,172,86,36.7,65
17.6,807,104,37.0,75
36.4,57,60,36.4,65
36.8,591,112,37.1,85
18.1,1107,125,36.9,85
20.6,2283,176,37.0,95
17.6,0,66,37.2,65
24.1,714,111,36.6,100
38.9,71,67,36.9,65
37.7,581,95,38.8,60
35.3,303,91,36.6,75
25.9,1010,138,36.6,90
35.2,366,92,37.0,85
39.1,86,82,39.2,25
37.5,657,107,37.2,85
25.3,926,111,37.1,95
19.8,1237,116,36.4,100
38.2,472,104,36.4,85
30.0,933,137,36.9,90
28.3,694,110,36.9,95
39.5,480,119,37.0,85
32.0,443,80,36.4,90
35.0,662,101,37.1,90
22.3,907,119,36.6,100
35.2,426,91,36.6,85
26.7,854,109,38.4,70
32.3,375,76,38.4,65
29.8,317,88,38.0,75
37.0,606,90,36.8,85
37.8,244,82,37.0,75
33.8,547,102,37.1,90
30.9,857,107,36.2,90
34.9,416,92,36.7,90
19.9,692,106,36.5,90
27.0,988,117,36.6,95
28.5,1275,147,36.8,90
18.9,1074,106,36.7,100
38.1,402,99,36.8,85
32.8,264,74,38.1,55
32.1,845,108,36.6,90
38.5,336,87,36.4,75
17.8,1156,121,37.5,85
35.2,830,118,36.9,85
28.9,851,119,36.6,95
30.4,523,118,36.9,90
39.7,304,98,36.6,75
37.6,506,82,36.9,85
33.1,476,88,36.5,90
16.0,1909,149,36.8,80
16.4,789,92,36.5,75
32.2,781,115,37.0,90
34.5,94,76,37.2,70
38.7,850,126,36.5,85
33.1,613,105,36.4,90
37.9,590,106,37.1,85
29.6,734,115,37.0,95
34.6,481,106,36.4,90
16.3,1322,124,37.1,85
37.3,650,128,36.9,85
34.9,502,112,36.9,90
17.8,1679,146,37.0,80
